age_group,n,prefrail,frail,fi,source,lb,meas,sex,n_frail,n_prefrail,n_robust,robust,country
"[45,50)",187752,0.00929417529507009,1.8108994844262e-4,efi,IMRD - THIN,3-year lookback,no,Male,33.999999999998785,1744.9999999999995,185973,0.9905247347564873,UK
"[45,50)",187752,0.00319570497251694,2.663087477097e-5,efi,IMRD - THIN,1-year lookback,yes,Male,4.99999999999916,600.0000000000006,187147,0.9967776641527121,UK
"[45,50)",187752,0.0128307554646555,3.5152754697686e-4,efi,IMRD - THIN,3-year lookback,yes,Male,65.99999999999942,2408.9999999999995,185277,0.9868177169883676,UK
"[50,55)",191734,5.3720258274484e-4,1.043111811155e-5,vafi,IMRD - THIN,1-year lookback,no,Male,1.9999999999999278,102.99999999999915,191629,0.9994523662991436,UK
"[50,55)",191734,0.00462620088247259,8.866450394817e-5,vafi,IMRD - THIN,3-year lookback,no,Male,16.999999999998426,886.9999999999997,190830,0.9952851346135793,UK
"[50,55)",191734,0.00394296264616604,3.129335433465e-5,efi,IMRD - THIN,1-year lookback,no,Male,5.999999999999783,755.9999999999995,190972,0.9960257439994993,UK
"[50,55)",191734,0.0161265086004569,5.4763370085639e-4,efi,IMRD - THIN,3-year lookback,no,Male,104.99999999999909,3092.000000000003,188537,0.9833258576986867,UK
"[50,55)",191734,0.0062221619535398,7.301782678085e-5,efi,IMRD - THIN,1-year lookback,yes,Male,13.999999999999494,1193,190527,0.9937048202196793,UK
"[50,55)",191734,0.0220565992468733,8.5535168514713e-4,efi,IMRD - THIN,3-year lookback,yes,Male,163.99999999999983,4229.0000000000055,187341,0.9770880490679796,UK
"[55,60)",176579,7.4187757321085e-4,0,vafi,IMRD - THIN,1-year lookback,no,Male,0,130.9999999999987,176448,0.9992581224267891,UK
"[55,60)",176579,0.00694873116282231,1.6989562745286e-4,vafi,IMRD - THIN,3-year lookback,no,Male,29.999999999998565,1227.0000000000007,175322,0.9928813732097248,UK
"[55,60)",176579,0.00775290379943255,1.0193737647172e-4,efi,IMRD - THIN,1-year lookback,no,Male,17.999999999999847,1369.0000000000002,175192,0.9921451588240957,UK
"[55,60)",176579,0.0299695886826859,0.00121192214249713,efi,IMRD - THIN,3-year lookback,no,Male,214.0000000000007,5291.999999999994,171073,0.9688184891748169,UK
"[55,60)",176579,0.0119323362347731,1.6989562745286e-4,efi,IMRD - THIN,1-year lookback,yes,Male,29.999999999998565,2106.999999999999,174442,0.9878977681377741,UK
"[55,60)",176579,0.039710271323317,0.00202175796668913,efi,IMRD - THIN,3-year lookback,yes,Male,356.9999999999999,7011.999999999992,169210,0.9582679707099938,UK
"[60,65)",166370,0.00131033239165715,6.01069904429e-6,vafi,IMRD - THIN,1-year lookback,no,Male,0.9999999999985273,218.00000000000006,166151,0.9986836569092985,UK
"[60,65)",166370,0.0111077718338643,3.1255635030354e-4,vafi,IMRD - THIN,3-year lookback,no,Male,51.99999999999995,1848.0000000000034,164470,0.9885796718158322,UK
"[60,65)",166370,0.0145398809881589,2.1638516559475e-4,efi,IMRD - THIN,1-year lookback,no,Male,35.99999999999856,2418.9999999999964,163915,0.9852437338462463,UK
"[60,65)",166370,0.0516799903828815,0.0026086433852257,efi,IMRD - THIN,3-year lookback,no,Male,433.9999999999997,8597.999999999995,157338,0.9457113662318928,UK
"[60,65)",166370,0.0221915008715514,4.4479172927811e-4,efi,IMRD - THIN,1-year lookback,yes,Male,73.99999999999916,3692.0000000000064,162604,0.9773637073991706,UK
"[60,65)",166370,0.0671334976257739,0.00428562841858508,efi,IMRD - THIN,3-year lookback,yes,Male,712.9999999999998,11169.000000000005,154488,0.928580873955641,UK
"[65,70)",162410,0.0018040761036882,6.15725632658e-6,vafi,IMRD - THIN,1-year lookback,no,Male,0.9999999999998579,293.00000000000057,162116,0.9981897666399853,UK
"[65,70)",162410,0.0162982574964596,4.6179422449356e-4,vafi,IMRD - THIN,3-year lookback,no,Male,74.99999999999908,2647.0000000000036,159688,0.9832399482790468,UK
"[65,70)",162410,0.0256880733944954,4.6795148082014e-4,efi,IMRD - THIN,1-year lookback,no,Male,75.99999999999893,4171.999999999998,158162,0.9738439751246845,UK
